"customer_id","customer_name","customer_phone","customer_email","order_id","order_date","order_total","order_items"
"253","Customer 253","""+44-4057547894""","customer252@example.com","1253","2023-09-10","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"254","Customer 254","""+61-2946551369""","CUSTOMER253@EXAMPLE.COM","1254","2023-09-11","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"255","Customer 255","""+49-8557220125""","customer254@example.com","1255","2023-09-12","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"256","Customer 256","""+81-4883993169""","customer255@example.com","1256","2023-09-13","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"257","Customer 257","""+91-6524652216""","N/A","1257","2023-09-14","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"258","Customer 258","""+81-2401425955""","customer257@example.com","1258","2023-09-15","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"259","Customer 259","""+91-8992162302""","CUSTOMER258@EXAMPLE.COM","1259","2023-09-16","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"260","Customer 260","""+81-4141689707""","customer259@example.com","1260","2023-09-17","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"261","Customer 261","""+61-4108228810""","CUSTOMER260@EXAMPLE.COM","1261","2023-09-18","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"262","Customer 262","""+61-8225567498""","customer261@example.com","1262","2023-09-19","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"263","Customer 263","""+91-2888413712""","CUSTOMER262@EXAMPLE.COM","1263","2023-09-20","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"264","Customer 264","""123456""","customer263@example.com","1264","2023-09-21","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"265","Customer 265","""+49-3261105296""","CUSTOMER264@EXAMPLE.COM","1265","2023-09-22","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"266","Customer 266","""+86-2911694264""","","1266","2023-09-23","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"267","Customer 267","""+1-6961564037""","customer266@example.com","1267","2023-09-24","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"268","Customer 268","""+44-1473086384""","customer267@example.com","1268","2023-09-25","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"269","Customer 269","""+39-8123988510""","customer268@example.com","1269","2023-09-26","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"270","Customer 270","""+39-7407366733""","CUSTOMER269@EXAMPLE.COM","1270","2023-09-27","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"271","Customer 271","""+86-1461393780""","CUSTOMER270@EXAMPLE.COM","1271","2023-09-28","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"272","Customer 272","""+1-3857323622""","CUSTOMER271@EXAMPLE.COM","1272","2023-09-29","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"273","Customer 273","""+49-3039873207""","CUSTOMER272@EXAMPLE.COM","1273","2023-09-30","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"274","Customer 274","""""","customer273@example.com","1274","2023-10-01","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"275","Customer 275","""+49-5053275023""","customer274@example.com","1275","2023-10-02","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"276","Customer 276","""+1-6133587824""","customer275@example.com","1276","2023-10-03","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"277","Customer 277","""+49-5626554492""","customer276@example.com","1277","2023-10-04","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"278","Customer 278","""+39-2710598265""","CUSTOMER277@EXAMPLE.COM","1278","2023-10-05","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"279","Customer 279","""+61-3482109618""","CUSTOMER278@EXAMPLE.COM","1279","2023-10-06","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"280","Customer 280","""+91-1677973214""","customer279@example.com","1280","2023-10-07","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"281","Customer 281","""+49-6767032152""","CUSTOMER280@EXAMPLE.COM","1281","2023-10-08","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"282","Customer 282","""+44-1313131974""","customer281@example.com","1282","2023-10-09","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"283","Customer 283","""+34-8985087760""","CUSTOMER282@EXAMPLE.COM","1283","2023-10-10","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"284","Customer 284","""+81-7156293453""","CUSTOMER283@EXAMPLE.COM","1284","2023-10-11","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"285","Customer 285","""+33-5139643175""","","1285","2023-10-12","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"286","Customer 286","""+81-9288027260""","CUSTOMER285@EXAMPLE.COM","1286","2023-10-13","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"287","Customer 287","""+86-6859066524""","customer286@example.com","1287","2023-10-14","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"288","Customer 288","""+49-1154406674""","CUSTOMER287@EXAMPLE.COM","1288","2023-10-15","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"289","Customer 289","""N/A""","CUSTOMER288@EXAMPLE.COM","1289","2023-10-16","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"290","Customer 290","""+1-5229573699""","","1290","2023-10-17","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"291","Customer 291","""+33-9092993834""","CUSTOMER290@EXAMPLE.COM","1291","2023-10-18","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"292","Customer 292","""+39-9410960308""","CUSTOMER291@EXAMPLE.COM","1292","2023-10-19","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"293","Customer 293","""+39-3983145506""","customer292@example.com","1293","2023-10-20","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"294","Customer 294","""+33-7911524054""","CUSTOMER293@EXAMPLE.COM","1294","2023-10-21","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"295","Customer 295","""+44-6526594427""","invalid-email","1295","2023-10-22","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"296","Customer 296","""+33-1384981460""","invalid-email","1296","2023-10-23","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"297","Customer 297","""123456""","INVALID-EMAIL","1297","2023-10-24","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"298","Customer 298","""+61-9974684229""","CUSTOMER297@EXAMPLE.COM","1298","2023-10-25","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"299","Customer 299","""+1-4242018245""","CUSTOMER298@EXAMPLE.COM","1299","2023-10-26","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"300","Customer 300","""+1-5181168914""","CUSTOMER299@EXAMPLE.COM","1300","2023-10-27","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"301","Customer 301","""+44-3814752105""","CUSTOMER300@EXAMPLE.COM","1301","2023-10-28","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"302","Customer 302","""+91-8264280587""","customer301@example.com","1302","2023-10-29","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"303","Customer 303","","customer302@example.com","1303","2023-10-30","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"304","Customer 304","""+44-4700317185""","","1304","2023-10-31","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"305","Customer 305","""+44-9279690044""","INVALID-EMAIL","1305","2023-11-01","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"306","Customer 306","""+86-3109745269""","customer305@example.com","1306","2023-11-02","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"307","Customer 307","""+33-5000435846""","customer306@example.com","1307","2023-11-03","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"308","Customer 308","""+81-4141722850""","CUSTOMER307@EXAMPLE.COM","1308","2023-11-04","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"309","Customer 309","""+44-7211868434""","CUSTOMER308@EXAMPLE.COM","1309","2023-11-05","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"310","Customer 310","""+81-9630025289""","customer309@example.com","1310","2023-11-06","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"311","Customer 311","""+34-6522906545""","n/a","1311","2023-11-07","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"312","Customer 312","""+44-8207781830""","CUSTOMER311@EXAMPLE.COM","1312","2023-11-08","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"313","Customer 313","""+33-3377340280""","N/A","1313","2023-11-09","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"314","Customer 314","""+49-7989343841""","CUSTOMER313@EXAMPLE.COM","1314","2023-11-10","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"315","Customer 315","""+61-1807369225""","customer314@example.com","1315","2023-11-11","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"316","Customer 316","""+1-7537482819""","customer315@example.com","1316","2023-11-12","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"317","Customer 317","""+34-1430240919""","","1317","2023-11-13","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"318","Customer 318","""+44-8820296578""","invalid-email","1318","2023-11-14","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"319","Customer 319","""+34-2523678837""","customer318@example.com","1319","2023-11-15","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"320","Customer 320","""+1-9518417403""","CUSTOMER319@EXAMPLE.COM","1320","2023-11-16","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"321","Customer 321","""+39-2993709120""","customer320@example.com","1321","2023-11-17","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"322","Customer 322","","customer321@example.com","1322","2023-11-18","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"323","Customer 323","""+91-2771182816""","CUSTOMER322@EXAMPLE.COM","1323","2023-11-19","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"324","Customer 324","""+81-4113657790""","CUSTOMER323@EXAMPLE.COM","1324","2023-11-20","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"325","Customer 325","""+1-9584415343""","customer324@example.com","1325","2023-11-21","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"326","Customer 326","""+91-5990687289""","customer325@example.com","1326","2023-11-22","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"327","Customer 327","""+81-6286295083""","CUSTOMER326@EXAMPLE.COM","1327","2023-11-23","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"328","Customer 328","""+34-3387280954""","customer327@example.com","1328","2023-11-24","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"329","Customer 329","""+33-8355010844""","customer328@example.com","1329","2023-11-25","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"330","Customer 330","""+39-4159830576""","CUSTOMER329@EXAMPLE.COM","1330","2023-11-26","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"331","Customer 331","""+91-5781680398""","CUSTOMER330@EXAMPLE.COM","1331","2023-11-27","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"332","Customer 332","""+34-7234242753""","CUSTOMER331@EXAMPLE.COM","1332","2023-11-28","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"333","Customer 333","""+44-8063909013""","customer332@example.com","1333","2023-11-29","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"334","Customer 334","""+81-5201334404""","","1334","2023-11-30","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"335","Customer 335","""+1-3302864879""","customer334@example.com","1335","2023-12-01","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"336","Customer 336","""+91-1018103680""","CUSTOMER335@EXAMPLE.COM","1336","2023-12-02","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"337","Customer 337","""+44-3933963051""","CUSTOMER336@EXAMPLE.COM","1337","2023-12-03","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"338","Customer 338","""+86-3221625954""","customer337@example.com","1338","2023-12-04","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"339","Customer 339","""123456""","customer338@example.com","1339","2023-12-05","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"340","Customer 340","""+39-3481961018""","CUSTOMER339@EXAMPLE.COM","1340","2023-12-06","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"341","Customer 341","""+33-3426981604""","customer340@example.com","1341","2023-12-07","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"342","Customer 342","""+61-1266264002""","CUSTOMER341@EXAMPLE.COM","1342","2023-12-08","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"343","Customer 343","""+39-1010413929""","customer342@example.com","1343","2023-12-09","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"344","Customer 344","""+34-8330141783""","CUSTOMER343@EXAMPLE.COM","1344","2023-12-10","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"345","Customer 345","""+61-3709307247""","customer344@example.com","1345","2023-12-11","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"346","Customer 346","""+34-7918497902""","customer345@example.com","1346","2023-12-12","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"347","Customer 347","""""","CUSTOMER346@EXAMPLE.COM","1347","2023-12-13","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"348","Customer 348","""+39-6247813702""","customer347@example.com","1348","2023-12-14","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"349","Customer 349","""+81-4757268857""","CUSTOMER348@EXAMPLE.COM","1349","2023-12-15","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"350","Customer 350","""+44-5685015517""","CUSTOMER349@EXAMPLE.COM","1350","2023-12-16","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"351","Customer 351","""+1-2366467700""","CUSTOMER350@EXAMPLE.COM","1351","2023-12-17","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"352","Customer 352","""+86-8132096493""","customer351@example.com","1352","2023-12-18","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"353","Customer 353","""N/A""","customer352@example.com","1353","2023-12-19","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"354","Customer 354","""+34-6692150543""","customer353@example.com","1354","2023-12-20","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"355","Customer 355","""+49-6550916803""","CUSTOMER354@EXAMPLE.COM","1355","2023-12-21","300.0","[{""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 2, ""price"": 150.0}]"
"356","Customer 356","""+1-6677462462""","CUSTOMER355@EXAMPLE.COM","1356","2023-12-22","150.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 1, ""price"": 50.0}, {""product_id"": ""C1"", ""product_name"": ""Doohickey"", ""quantity"": 2, ""price"": 50.0}]"
"357","Customer 357","""+86-9361418761""","CUSTOMER356@EXAMPLE.COM","1357","2023-12-23","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
"358","Customer 358","""+1-8899281085""","CUSTOMER357@EXAMPLE.COM","1358","2023-12-24","250.0","[{""product_id"": ""A1"", ""product_name"": ""Widget"", ""quantity"": 2, ""price"": 50.0}, {""product_id"": ""B1"", ""product_name"": ""Gadget"", ""quantity"": 1, ""price"": 150.0}]"
